ID_Transacao,Data_Venda,ID_Cliente,Nome_Produto,Categoria_Produto,Valor_Unitario,Quantidade
TRX03696,2025-01-01,CUST129,Álbum Sabrina Carpenter,Música,180.0,1
TRX03697,2025-11-14,CUST360,Mousepad Genshin Impact,Acessórios Gamer,45.0,4
TRX03698,2025-01-27,CUST140,Livro Ordem Paranormal: Hextombe,Livros,75.0,3
TRX03699,2025-12-13,CUST277,Moletom BTS Tour,Vestuário,150.0,1
TRX03700,2025-06-19,CUST444,Panetone Trufado de Chocolate,Alimentos,85.9,4
TRX03701,2025-12-25,CUST404,Camiseta Rick and Morty,Vestuário,60.0,2
TRX03702,2025-12-05,CUST463,Mousepad Genshin Impact,Acessórios Gamer,45.0,1
TRX03703,2025-08-17,CUST097,Pelúcia Freddy Fazbear,Brinquedos,120.5,1
TRX03704,2025-02-14,CUST029,Pelúcia Freddy Fazbear,Brinquedos,120.5,1
TRX03705,2025-03-12,CUST146,Álbum Sabrina Carpenter,Música,180.0,4
TRX03706,2025-09-06,CUST139,Moletom BTS Tour,Vestuário,150.0,4
TRX03707,2025-08-04,CUST153,Moletom BTS Tour,Vestuário,150.0,3
TRX03708,2025-07-04,CUST394,Vinil de Blues Clássico,Música,210.0,4
TRX03709,2025-10-11,CUST184,Pelúcia Freddy Fazbear,Brinquedos,120.5,2
TRX03710,2025-11-18,CUST201,Álbum Sabrina Carpenter,Música,180.0,1
TRX03711,2025-07-28,CUST089,Mousepad Genshin Impact,Acessórios Gamer,45.0,1
TRX03712,2025-12-09,CUST257,Camiseta Rick and Morty,Vestuário,60.0,1
TRX03713,2025-05-25,CUST329,Moletom BTS Tour,Vestuário,150.0,3
TRX03714,2025-01-13,CUST383,Mousepad Genshin Impact,Acessórios Gamer,45.0,1
TRX03715,2025-12-09,CUST089,Panetone Trufado de Chocolate,Alimentos,85.9,3
TRX03716,2025-09-09,CUST496,Camiseta Rick and Morty,Vestuário,60.0,1
TRX03717,2025-02-24,CUST309,Mousepad Genshin Impact,Acessórios Gamer,45.0,1
TRX03718,2025-04-23,CUST200,Álbum Sabrina Carpenter,Música,180.0,2
TRX03719,2025-10-31,CUST352,Álbum Sabrina Carpenter,Música,180.0,4
TRX03720,2025-07-22,CUST047,Pelúcia Freddy Fazbear,Brinquedos,120.5,2
TRX03721,2025-04-21,CUST482,Box Anne with an E (DVD),Entretenimento,99.9,4
TRX03722,2025-10-03,CUST444,Box Anne with an E (DVD),Entretenimento,99.9,1
TRX03723,2025-02-18,CUST192,Panetone Trufado de Chocolate,Alimentos,85.9,3
TRX03724,2025-11-05,CUST223,Camiseta Rick and Morty,Vestuário,60.0,4
TRX03725,2025-08-09,CUST151,Livro Ordem Paranormal: Hextombe,Livros,75.0,3
TRX03726,2025-08-10,CUST118,Álbum Sabrina Carpenter,Música,180.0,1
TRX03727,2025-11-11,CUST123,Mousepad Genshin Impact,Acessórios Gamer,45.0,1
TRX03728,2025-08-20,CUST274,Moletom BTS Tour,Vestuário,150.0,3
TRX03729,2025-09-30,CUST493,Livro Ordem Paranormal: Hextombe,Livros,75.0,1
TRX03730,2025-05-18,CUST098,Vinil de Blues Clássico,Música,210.0,1
TRX03731,2025-04-19,CUST165,Moletom BTS Tour,Vestuário,150.0,2
TRX03732,2025-05-10,CUST146,Camiseta Rick and Morty,Vestuário,60.0,4
TRX03733,2025-06-23,CUST313,Box Anne with an E (DVD),Entretenimento,99.9,2
TRX03734,2025-08-23,CUST306,Mousepad Genshin Impact,Acessórios Gamer,45.0,4
TRX03735,2025-03-21,CUST403,Box Anne with an E (DVD),Entretenimento,99.9,1
TRX03736,2025-04-16,CUST358,Box Anne with an E (DVD),Entretenimento,99.9,3
TRX03737,2025-01-27,CUST057,Pelúcia Freddy Fazbear,Brinquedos,120.5,1
TRX03738,2025-06-06,CUST293,Camiseta Rick and Morty,Vestuário,60.0,4
TRX03739,2025-03-15,CUST500,Livro Ordem Paranormal: Hextombe,Livros,75.0,3
TRX03740,2025-01-06,CUST178,Panetone Trufado de Chocolate,Alimentos,85.9,1
TRX03741,2025-10-22,CUST087,Livro Ordem Paranormal: Hextombe,Livros,75.0,3
TRX03742,2025-04-09,CUST255,Moletom BTS Tour,Vestuário,150.0,3
TRX03743,2025-05-24,CUST266,Álbum Sabrina Carpenter,Música,180.0,3
TRX03744,2025-10-26,CUST219,Vinil de Blues Clássico,Música,210.0,1
TRX03745,2025-09-07,CUST366,Camiseta Rick and Morty,Vestuário,60.0,3
TRX03746,2025-03-14,CUST413,Camiseta Rick and Morty,Vestuário,60.0,2
TRX03747,2025-06-14,CUST354,Álbum Sabrina Carpenter,Música,180.0,3
TRX03748,2025-05-03,CUST254,Mousepad Genshin Impact,Acessórios Gamer,45.0,1
TRX03749,2025-10-06,CUST019,Vinil de Blues Clássico,Música,210.0,1
TRX03750,2025-08-19,CUST067,Box Anne with an E (DVD),Entretenimento,99.9,1
TRX03751,2025-03-17,CUST104,Pelúcia Freddy Fazbear,Brinquedos,120.5,2
TRX03752,2025-09-11,CUST459,Pelúcia Freddy Fazbear,Brinquedos,120.5,1
TRX03753,2025-07-20,CUST467,Moletom BTS Tour,Vestuário,150.0,1
TRX03754,2025-06-20,CUST302,Vinil de Blues Clássico,Música,210.0,4
TRX03755,2025-11-15,CUST376,Panetone Trufado de Chocolate,Alimentos,85.9,1
TRX03756,2025-01-24,CUST252,Álbum Sabrina Carpenter,Música,180.0,3
TRX03757,2025-09-02,CUST316,Vinil de Blues Clássico,Música,210.0,3
TRX03758,2025-05-06,CUST332,Box Anne with an E (DVD),Entretenimento,99.9,3
TRX03759,2025-06-06,CUST023,Álbum Sabrina Carpenter,Música,180.0,1
TRX03760,2025-09-24,CUST202,Panetone Trufado de Chocolate,Alimentos,85.9,1
TRX03761,2025-11-21,CUST303,Moletom BTS Tour,Vestuário,150.0,4
TRX03762,2025-04-08,CUST250,Mousepad Genshin Impact,Acessórios Gamer,45.0,1
TRX03763,2025-08-12,CUST304,Camiseta Rick and Morty,Vestuário,60.0,2
TRX03764,2025-12-03,CUST271,Álbum Sabrina Carpenter,Música,180.0,4
TRX03765,2025-03-25,CUST195,Panetone Trufado de Chocolate,Alimentos,85.9,2
TRX03766,2025-11-09,CUST496,Pelúcia Freddy Fazbear,Brinquedos,120.5,1
TRX03767,2025-10-08,CUST145,Camiseta Rick and Morty,Vestuário,60.0,4
TRX03768,2025-06-25,CUST306,Panetone Trufado de Chocolate,Alimentos,85.9,4
TRX03769,2025-07-31,CUST342,Moletom BTS Tour,Vestuário,150.0,1
TRX03770,2025-08-08,CUST382,Pelúcia Freddy Fazbear,Brinquedos,120.5,2
TRX03771,2025-03-20,CUST043,Box Anne with an E (DVD),Entretenimento,99.9,4
TRX03772,2025-10-18,CUST365,Box Anne with an E (DVD),Entretenimento,99.9,1
TRX03773,2025-02-15,CUST268,Álbum Sabrina Carpenter,Música,180.0,2
TRX03774,2025-10-04,CUST182,Álbum Sabrina Carpenter,Música,180.0,1
TRX03775,2025-02-07,CUST046,Moletom BTS Tour,Vestuário,150.0,3
TRX03776,2025-03-26,CUST054,Pelúcia Freddy Fazbear,Brinquedos,120.5,2
TRX03777,2025-05-19,CUST368,Álbum Sabrina Carpenter,Música,180.0,2
TRX03778,2025-08-21,CUST078,Mousepad Genshin Impact,Acessórios Gamer,45.0,2
TRX03779,2025-10-16,CUST160,Panetone Trufado de Chocolate,Alimentos,85.9,4
TRX03780,2025-07-20,CUST165,Moletom BTS Tour,Vestuário,150.0,2
TRX03781,2025-06-06,CUST418,Moletom BTS Tour,Vestuário,150.0,3
TRX03782,2025-10-28,CUST345,Camiseta Rick and Morty,Vestuário,60.0,4
TRX03783,2025-05-04,CUST379,Panetone Trufado de Chocolate,Alimentos,85.9,3
TRX03784,2025-04-10,CUST364,Mousepad Genshin Impact,Acessórios Gamer,45.0,2
TRX03785,2025-10-01,CUST273,Box Anne with an E (DVD),Entretenimento,99.9,4
TRX03786,2025-11-17,CUST027,Camiseta Rick and Morty,Vestuário,60.0,1
TRX03787,2025-09-18,CUST309,Moletom BTS Tour,Vestuário,150.0,2
TRX03788,2025-06-10,CUST005,Livro Ordem Paranormal: Hextombe,Livros,75.0,2
TRX03789,2025-11-04,CUST239,Álbum Sabrina Carpenter,Música,180.0,3
TRX03790,2025-06-17,CUST454,Livro Ordem Paranormal: Hextombe,Livros,75.0,1
TRX03791,2025-11-05,CUST131,Vinil de Blues Clássico,Música,210.0,2
TRX03792,2025-12-01,CUST112,Camiseta Rick and Morty,Vestuário,60.0,1
TRX03793,2025-11-19,CUST246,Álbum Sabrina Carpenter,Música,180.0,2
TRX03794,2025-05-19,CUST349,Pelúcia Freddy Fazbear,Brinquedos,120.5,4
TRX03795,2025-09-27,CUST332,Panetone Trufado de Chocolate,Alimentos,85.9,4
TRX03796,2025-03-24,CUST008,Álbum Sabrina Carpenter,Música,180.0,3
TRX03797,2025-10-23,CUST474,Box Anne with an E (DVD),Entretenimento,99.9,1
TRX03798,2025-10-01,CUST481,Pelúcia Freddy Fazbear,Brinquedos,120.5,3
TRX03799,2025-10-29,CUST219,Álbum Sabrina Carpenter,Música,180.0,4
TRX03800,2025-07-20,CUST325,Álbum Sabrina Carpenter,Música,180.0,2
TRX03801,2025-06-16,CUST076,Vinil de Blues Clássico,Música,210.0,1
TRX03802,2025-11-30,CUST290,Panetone Trufado de Chocolate,Alimentos,85.9,3
TRX03803,2025-11-22,CUST341,Álbum Sabrina Carpenter,Música,180.0,4
TRX03804,2025-03-25,CUST286,Álbum Sabrina Carpenter,Música,180.0,2
TRX03805,2025-03-09,CUST086,Pelúcia Freddy Fazbear,Brinquedos,120.5,3
TRX03806,2025-11-08,CUST418,Livro Ordem Paranormal: Hextombe,Livros,75.0,1
TRX03807,2025-10-13,CUST254,Álbum Sabrina Carpenter,Música,180.0,1
TRX03808,2025-06-21,CUST171,Álbum Sabrina Carpenter,Música,180.0,4
TRX03809,2025-05-20,CUST067,Box Anne with an E (DVD),Entretenimento,99.9,1
TRX03810,2025-07-20,CUST335,Livro Ordem Paranormal: Hextombe,Livros,75.0,3
TRX03811,2025-05-07,CUST431,Mousepad Genshin Impact,Acessórios Gamer,45.0,1
TRX03812,2025-12-09,CUST114,Pelúcia Freddy Fazbear,Brinquedos,120.5,3
TRX03813,2025-01-09,CUST396,Pelúcia Freddy Fazbear,Brinquedos,120.5,1
TRX03814,2025-06-29,CUST148,Moletom BTS Tour,Vestuário,150.0,2
TRX03815,2025-05-13,CUST281,Camiseta Rick and Morty,Vestuário,60.0,2
TRX03816,2025-05-16,CUST299,Livro Ordem Paranormal: Hextombe,Livros,75.0,4
TRX03817,2025-08-11,CUST061,Vinil de Blues Clássico,Música,210.0,3
TRX03818,2025-09-07,CUST395,Box Anne with an E (DVD),Entretenimento,99.9,4
TRX03819,2025-12-28,CUST085,Álbum Sabrina Carpenter,Música,180.0,3
TRX03820,2025-12-27,CUST342,Vinil de Blues Clássico,Música,210.0,3
TRX03821,2025-03-19,CUST061,Pelúcia Freddy Fazbear,Brinquedos,120.5,2
TRX03822,2025-07-25,CUST484,Vinil de Blues Clássico,Música,210.0,4
TRX03823,2025-10-17,CUST052,Pelúcia Freddy Fazbear,Brinquedos,120.5,3
TRX03824,2025-07-09,CUST258,Álbum Sabrina Carpenter,Música,180.0,2
TRX03825,2025-03-28,CUST218,Mousepad Genshin Impact,Acessórios Gamer,45.0,4
TRX03826,2025-05-06,CUST157,Livro Ordem Paranormal: Hextombe,Livros,75.0,1
TRX03827,2025-08-23,CUST088,Pelúcia Freddy Fazbear,Brinquedos,120.5,4
TRX03828,2025-08-23,CUST398,Livro Ordem Paranormal: Hextombe,Livros,75.0,4
TRX03829,2025-08-11,CUST208,Box Anne with an E (DVD),Entretenimento,99.9,3
TRX03830,2025-10-17,CUST464,Moletom BTS Tour,Vestuário,150.0,2
TRX03831,2025-06-29,CUST071,Moletom BTS Tour,Vestuário,150.0,1
TRX03832,2025-12-19,CUST172,Camiseta Rick and Morty,Vestuário,60.0,4
TRX03833,2025-02-06,CUST097,Vinil de Blues Clássico,Música,210.0,1
TRX03834,2025-02-02,CUST016,Panetone Trufado de Chocolate,Alimentos,85.9,2
TRX03835,2025-07-19,CUST236,Pelúcia Freddy Fazbear,Brinquedos,120.5,3
TRX03836,2025-04-08,CUST148,Álbum Sabrina Carpenter,Música,180.0,3
TRX03837,2025-12-25,CUST251,Pelúcia Freddy Fazbear,Brinquedos,120.5,3
TRX03838,2025-05-24,CUST482,Pelúcia Freddy Fazbear,Brinquedos,120.5,1
TRX03839,2025-01-31,CUST151,Vinil de Blues Clássico,Música,210.0,4
TRX03840,2025-11-19,CUST443,Vinil de Blues Clássico,Música,210.0,3
TRX03841,2025-02-11,CUST445,Pelúcia Freddy Fazbear,Brinquedos,120.5,4
TRX03842,2025-07-20,CUST459,Camiseta Rick and Morty,Vestuário,60.0,4
TRX03843,2025-07-13,CUST053,Box Anne with an E (DVD),Entretenimento,99.9,2
TRX03844,2025-05-19,CUST488,Álbum Sabrina Carpenter,Música,180.0,4
TRX03845,2025-08-26,CUST415,Livro Ordem Paranormal: Hextombe,Livros,75.0,4
TRX03846,2025-02-19,CUST252,Box Anne with an E (DVD),Entretenimento,99.9,4
TRX03847,2025-06-22,CUST425,Álbum Sabrina Carpenter,Música,180.0,2
TRX03848,2025-12-16,CUST488,Vinil de Blues Clássico,Música,210.0,4
TRX03849,2025-05-13,CUST147,Camiseta Rick and Morty,Vestuário,60.0,4
TRX03850,2025-11-17,CUST105,Moletom BTS Tour,Vestuário,150.0,2
TRX03851,2025-01-27,CUST158,Box Anne with an E (DVD),Entretenimento,99.9,3
TRX03852,2025-05-26,CUST429,Vinil de Blues Clássico,Música,210.0,1
TRX03853,2025-04-24,CUST320,Álbum Sabrina Carpenter,Música,180.0,2
TRX03854,2025-03-10,CUST497,Mousepad Genshin Impact,Acessórios Gamer,45.0,3
TRX03855,2025-11-21,CUST130,Mousepad Genshin Impact,Acessórios Gamer,45.0,2
TRX03856,2025-10-24,CUST160,Livro Ordem Paranormal: Hextombe,Livros,75.0,2
TRX03857,2025-07-05,CUST399,Panetone Trufado de Chocolate,Alimentos,85.9,1
TRX03858,2025-10-24,CUST330,Livro Ordem Paranormal: Hextombe,Livros,75.0,2
TRX03859,2025-01-21,CUST291,Livro Ordem Paranormal: Hextombe,Livros,75.0,2
TRX03860,2025-12-03,CUST021,Pelúcia Freddy Fazbear,Brinquedos,120.5,3
TRX03861,2025-09-01,CUST301,Box Anne with an E (DVD),Entretenimento,99.9,3
TRX03862,2025-06-13,CUST067,Livro Ordem Paranormal: Hextombe,Livros,75.0,2
TRX03863,2025-07-12,CUST105,Álbum Sabrina Carpenter,Música,180.0,1
TRX03864,2025-09-23,CUST068,Pelúcia Freddy Fazbear,Brinquedos,120.5,1
TRX03865,2025-10-13,CUST104,Vinil de Blues Clássico,Música,210.0,1
TRX03866,2025-01-19,CUST114,Panetone Trufado de Chocolate,Alimentos,85.9,1
TRX03867,2025-07-24,CUST170,Vinil de Blues Clássico,Música,210.0,1
TRX03868,2025-05-17,CUST125,Camiseta Rick and Morty,Vestuário,60.0,1
TRX03869,2025-09-06,CUST045,Panetone Trufado de Chocolate,Alimentos,85.9,1
TRX03870,2025-06-14,CUST309,Moletom BTS Tour,Vestuário,150.0,1
TRX03871,2025-03-24,CUST033,Moletom BTS Tour,Vestuário,150.0,4
TRX03872,2025-03-14,CUST191,Mousepad Genshin Impact,Acessórios Gamer,45.0,1
TRX03873,2025-02-04,CUST077,Álbum Sabrina Carpenter,Música,180.0,4
TRX03874,2025-10-24,CUST117,Box Anne with an E (DVD),Entretenimento,99.9,4
TRX03875,2025-11-24,CUST418,Vinil de Blues Clássico,Música,210.0,4
TRX03876,2025-03-19,CUST288,Livro Ordem Paranormal: Hextombe,Livros,75.0,3
TRX03877,2025-08-25,CUST427,Panetone Trufado de Chocolate,Alimentos,85.9,4
TRX03878,2025-04-07,CUST234,Livro Ordem Paranormal: Hextombe,Livros,75.0,1
TRX03879,2025-08-31,CUST026,Moletom BTS Tour,Vestuário,150.0,3
TRX03880,2025-04-27,CUST243,Box Anne with an E (DVD),Entretenimento,99.9,1
TRX03881,2025-03-15,CUST482,Box Anne with an E (DVD),Entretenimento,99.9,4
TRX03882,2025-05-30,CUST308,Mousepad Genshin Impact,Acessórios Gamer,45.0,2
TRX03883,2025-11-02,CUST427,Vinil de Blues Clássico,Música,210.0,1
TRX03884,2025-11-08,CUST360,Livro Ordem Paranormal: Hextombe,Livros,75.0,4
TRX03885,2025-02-16,CUST342,Box Anne with an E (DVD),Entretenimento,99.9,4
TRX03886,2025-02-13,CUST242,Box Anne with an E (DVD),Entretenimento,99.9,4
TRX03887,2025-10-10,CUST031,Vinil de Blues Clássico,Música,210.0,2
TRX03888,2025-10-22,CUST307,Panetone Trufado de Chocolate,Alimentos,85.9,3
TRX03889,2025-09-20,CUST439,Camiseta Rick and Morty,Vestuário,60.0,3
TRX03890,2025-05-24,CUST092,Vinil de Blues Clássico,Música,210.0,1
TRX03891,2025-01-05,CUST158,Vinil de Blues Clássico,Música,210.0,2
TRX03892,2025-07-02,CUST469,Mousepad Genshin Impact,Acessórios Gamer,45.0,1
TRX03893,2025-02-17,CUST425,Mousepad Genshin Impact,Acessórios Gamer,45.0,1
TRX03894,2025-05-24,CUST323,Moletom BTS Tour,Vestuário,150.0,3
TRX03895,2025-07-05,CUST320,Pelúcia Freddy Fazbear,Brinquedos,120.5,4
TRX03896,2025-06-14,CUST437,Mousepad Genshin Impact,Acessórios Gamer,45.0,3
TRX03897,2025-04-18,CUST074,Pelúcia Freddy Fazbear,Brinquedos,120.5,2
TRX03898,2025-11-06,CUST220,Panetone Trufado de Chocolate,Alimentos,85.9,2
TRX03899,2025-04-13,CUST053,Mousepad Genshin Impact,Acessórios Gamer,45.0,1
TRX03900,2025-05-27,CUST360,Camiseta Rick and Morty,Vestuário,60.0,3
TRX03901,2025-02-22,CUST434,Livro Ordem Paranormal: Hextombe,Livros,75.0,3
TRX03902,2025-12-21,CUST261,Álbum Sabrina Carpenter,Música,180.0,1
TRX03903,2025-09-28,CUST339,Pelúcia Freddy Fazbear,Brinquedos,120.5,3
TRX03904,2025-07-20,CUST076,Box Anne with an E (DVD),Entretenimento,99.9,2
TRX03905,2025-10-14,CUST320,Mousepad Genshin Impact,Acessórios Gamer,45.0,1
TRX03906,2025-02-24,CUST018,Panetone Trufado de Chocolate,Alimentos,85.9,4
TRX03907,2025-04-04,CUST498,Box Anne with an E (DVD),Entretenimento,99.9,1
TRX03908,2025-12-07,CUST128,Vinil de Blues Clássico,Música,210.0,2
TRX03909,2025-01-15,CUST485,Livro Ordem Paranormal: Hextombe,Livros,75.0,1
TRX03910,2025-05-13,CUST009,Panetone Trufado de Chocolate,Alimentos,85.9,3
TRX03911,2025-04-10,CUST464,Pelúcia Freddy Fazbear,Brinquedos,120.5,4
TRX03912,2025-11-02,CUST006,Mousepad Genshin Impact,Acessórios Gamer,45.0,1
TRX03913,2025-01-14,CUST105,Panetone Trufado de Chocolate,Alimentos,85.9,1
TRX03914,2025-04-03,CUST376,Álbum Sabrina Carpenter,Música,180.0,4
TRX03915,2025-12-03,CUST318,Camiseta Rick and Morty,Vestuário,60.0,2
TRX03916,2025-07-27,CUST280,Mousepad Genshin Impact,Acessórios Gamer,45.0,4
TRX03917,2025-03-20,CUST441,Livro Ordem Paranormal: Hextombe,Livros,75.0,3
TRX03918,2025-03-01,CUST422,Panetone Trufado de Chocolate,Alimentos,85.9,3
TRX03919,2025-08-03,CUST250,Moletom BTS Tour,Vestuário,150.0,3
TRX03920,2025-12-06,CUST413,Panetone Trufado de Chocolate,Alimentos,85.9,4
TRX03921,2025-02-23,CUST453,Panetone Trufado de Chocolate,Alimentos,85.9,3
TRX03922,2025-07-25,CUST353,Moletom BTS Tour,Vestuário,150.0,1
TRX03923,2025-11-16,CUST424,Livro Ordem Paranormal: Hextombe,Livros,75.0,2
TRX03924,2025-06-20,CUST077,Camiseta Rick and Morty,Vestuário,60.0,3
TRX03925,2025-11-06,CUST252,Panetone Trufado de Chocolate,Alimentos,85.9,2
TRX03926,2025-09-10,CUST287,Panetone Trufado de Chocolate,Alimentos,85.9,2
TRX03927,2025-08-07,CUST427,Livro Ordem Paranormal: Hextombe,Livros,75.0,4
TRX03928,2025-07-15,CUST046,Box Anne with an E (DVD),Entretenimento,99.9,1
TRX03929,2025-09-01,CUST468,Livro Ordem Paranormal: Hextombe,Livros,75.0,3
TRX03930,2025-09-15,CUST194,Mousepad Genshin Impact,Acessórios Gamer,45.0,1
TRX03931,2025-03-17,CUST315,Livro Ordem Paranormal: Hextombe,Livros,75.0,1
TRX03932,2025-05-02,CUST022,Moletom BTS Tour,Vestuário,150.0,3
TRX03933,2025-12-09,CUST442,Livro Ordem Paranormal: Hextombe,Livros,75.0,1
TRX03934,2025-10-23,CUST319,Livro Ordem Paranormal: Hextombe,Livros,75.0,3
TRX03935,2025-09-18,CUST499,Vinil de Blues Clássico,Música,210.0,1
TRX03936,2025-06-18,CUST217,Panetone Trufado de Chocolate,Alimentos,85.9,2
TRX03937,2025-11-27,CUST357,Álbum Sabrina Carpenter,Música,180.0,1
TRX03938,2025-11-25,CUST375,Box Anne with an E (DVD),Entretenimento,99.9,4
TRX03939,2025-02-15,CUST202,Camiseta Rick and Morty,Vestuário,60.0,3
TRX03940,2025-10-26,CUST344,Panetone Trufado de Chocolate,Alimentos,85.9,3
TRX03941,2025-02-13,CUST021,Camiseta Rick and Morty,Vestuário,60.0,2
TRX03942,2025-12-04,CUST489,Álbum Sabrina Carpenter,Música,180.0,3
TRX03943,2025-02-13,CUST301,Álbum Sabrina Carpenter,Música,180.0,1
TRX03944,2025-12-21,CUST261,Álbum Sabrina Carpenter,Música,180.0,1
TRX03945,2025-01-03,CUST226,Álbum Sabrina Carpenter,Música,180.0,1
TRX03946,2025-01-03,CUST006,Camiseta Rick and Morty,Vestuário,60.0,4
TRX03947,2025-01-28,CUST480,Pelúcia Freddy Fazbear,Brinquedos,120.5,4
TRX03948,2025-05-22,CUST015,Pelúcia Freddy Fazbear,Brinquedos,120.5,2
TRX03949,2025-01-25,CUST486,Álbum Sabrina Carpenter,Música,180.0,3
TRX03950,2025-06-17,CUST305,Mousepad Genshin Impact,Acessórios Gamer,45.0,2
TRX03951,2025-05-27,CUST140,Moletom BTS Tour,Vestuário,150.0,4
TRX03952,2025-07-04,CUST064,Camiseta Rick and Morty,Vestuário,60.0,1
TRX03953,2025-03-17,CUST237,Álbum Sabrina Carpenter,Música,180.0,3
TRX03954,2025-02-17,CUST087,Box Anne with an E (DVD),Entretenimento,99.9,2
TRX03955,2025-12-31,CUST245,Livro Ordem Paranormal: Hextombe,Livros,75.0,1
TRX03956,2025-08-15,CUST349,Álbum Sabrina Carpenter,Música,180.0,1
TRX03957,2025-06-03,CUST034,Álbum Sabrina Carpenter,Música,180.0,2
TRX03958,2025-12-14,CUST063,Moletom BTS Tour,Vestuário,150.0,2
TRX03959,2025-11-26,CUST089,Moletom BTS Tour,Vestuário,150.0,1
TRX03960,2025-11-24,CUST262,Livro Ordem Paranormal: Hextombe,Livros,75.0,2
TRX03961,2025-05-03,CUST017,Livro Ordem Paranormal: Hextombe,Livros,75.0,2
TRX03962,2025-05-19,CUST160,Camiseta Rick and Morty,Vestuário,60.0,4
TRX03963,2025-04-05,CUST031,Panetone Trufado de Chocolate,Alimentos,85.9,1
TRX03964,2025-07-10,CUST054,Camiseta Rick and Morty,Vestuário,60.0,1
TRX03965,2025-07-03,CUST124,Mousepad Genshin Impact,Acessórios Gamer,45.0,2
TRX03966,2025-03-31,CUST360,Moletom BTS Tour,Vestuário,150.0,2
TRX03967,2025-12-07,CUST321,Álbum Sabrina Carpenter,Música,180.0,2
TRX03968,2025-10-27,CUST308,Camiseta Rick and Morty,Vestuário,60.0,4
TRX03969,2025-02-02,CUST127,Box Anne with an E (DVD),Entretenimento,99.9,3
TRX03970,2025-05-13,CUST447,Box Anne with an E (DVD),Entretenimento,99.9,3
TRX03971,2025-03-24,CUST491,Mousepad Genshin Impact,Acessórios Gamer,45.0,1
TRX03972,2025-03-13,CUST244,Panetone Trufado de Chocolate,Alimentos,85.9,3
TRX03973,2025-07-25,CUST248,Panetone Trufado de Chocolate,Alimentos,85.9,3
TRX03974,2025-08-27,CUST346,Mousepad Genshin Impact,Acessórios Gamer,45.0,2
TRX03975,2025-01-03,CUST064,Panetone Trufado de Chocolate,Alimentos,85.9,2
TRX03976,2025-12-15,CUST302,Livro Ordem Paranormal: Hextombe,Livros,75.0,3
TRX03977,2025-01-15,CUST393,Vinil de Blues Clássico,Música,210.0,2
TRX03978,2025-11-01,CUST080,Livro Ordem Paranormal: Hextombe,Livros,75.0,2
TRX03979,2025-07-29,CUST322,Camiseta Rick and Morty,Vestuário,60.0,4
TRX03980,2025-06-21,CUST070,Pelúcia Freddy Fazbear,Brinquedos,120.5,1
TRX03981,2025-09-21,CUST266,Vinil de Blues Clássico,Música,210.0,1
TRX03982,2025-12-20,CUST190,Pelúcia Freddy Fazbear,Brinquedos,120.5,1
TRX03983,2025-09-17,CUST449,Vinil de Blues Clássico,Música,210.0,3
TRX03984,2025-01-06,CUST271,Vinil de Blues Clássico,Música,210.0,3
TRX03985,2025-12-07,CUST013,Box Anne with an E (DVD),Entretenimento,99.9,3
TRX03986,2025-03-08,CUST068,Panetone Trufado de Chocolate,Alimentos,85.9,4
TRX03987,2025-12-28,CUST178,Mousepad Genshin Impact,Acessórios Gamer,45.0,3
TRX03988,2025-12-13,CUST071,Moletom BTS Tour,Vestuário,150.0,4
TRX03989,2025-12-02,CUST396,Camiseta Rick and Morty,Vestuário,60.0,2
TRX03990,2025-05-13,CUST310,Livro Ordem Paranormal: Hextombe,Livros,75.0,2
TRX03991,2025-08-28,CUST231,Box Anne with an E (DVD),Entretenimento,99.9,4
TRX03992,2025-06-13,CUST218,Álbum Sabrina Carpenter,Música,180.0,4
TRX03993,2025-03-13,CUST212,Box Anne with an E (DVD),Entretenimento,99.9,3
TRX03994,2025-10-22,CUST135,Livro Ordem Paranormal: Hextombe,Livros,75.0,2
TRX03995,2025-08-08,CUST300,Box Anne with an E (DVD),Entretenimento,99.9,1
TRX03996,2025-05-19,CUST321,Moletom BTS Tour,Vestuário,150.0,2
TRX03997,2025-06-15,CUST416,Mousepad Genshin Impact,Acessórios Gamer,45.0,2
TRX03998,2025-12-26,CUST240,Moletom BTS Tour,Vestuário,150.0,4
TRX03999,2025-04-04,CUST322,Livro Ordem Paranormal: Hextombe,Livros,75.0,4
TRX04000,2025-04-11,CUST443,Vinil de Blues Clássico,Música,210.0,3
TRX04001,2025-04-01,CUST279,Álbum Sabrina Carpenter,Música,180.0,1
TRX04002,2025-02-12,CUST387,Livro Ordem Paranormal: Hextombe,Livros,75.0,1
TRX04003,2025-08-04,CUST053,Camiseta Rick and Morty,Vestuário,60.0,2
TRX04004,2025-06-13,CUST133,Livro Ordem Paranormal: Hextombe,Livros,75.0,4
TRX04005,2025-07-01,CUST484,Moletom BTS Tour,Vestuário,150.0,4
TRX04006,2025-02-04,CUST084,Box Anne with an E (DVD),Entretenimento,99.9,1
TRX04007,2025-01-19,CUST290,Camiseta Rick and Morty,Vestuário,60.0,4
TRX04008,2025-06-17,CUST322,Box Anne with an E (DVD),Entretenimento,99.9,4
TRX04009,2025-09-25,CUST315,Camiseta Rick and Morty,Vestuário,60.0,2
TRX04010,2025-06-29,CUST337,Moletom BTS Tour,Vestuário,150.0,1
TRX04011,2025-02-10,CUST330,Álbum Sabrina Carpenter,Música,180.0,1
TRX04012,2025-01-28,CUST324,Panetone Trufado de Chocolate,Alimentos,85.9,3
